InvoiceDate,Invoice,TotalAmount,Churn
2011-09-08 15:04:00,2,437.6,1
2011-08-23 12:43:00,3,418.09999999999997,1
2011-11-02 12:20:00,10,3338.2200000000003,0
2011-10-19 13:02:00,2,618.27,0
2011-11-20 13:33:00,4,3811.22,0
2011-11-30 12:18:00,8,3023.08,0
2011-11-10 13:34:00,7,1032.58,0
2011-11-11 10:29:00,10,2599.04,0
2011-06-03 10:17:00,5,577.0600000000001,1
2011-10-12 11:22:00,1,153.12,0
2011-11-18 10:42:00,1,739.1999999999999,0
2011-09-21 14:08:00,2,254.18,0
2011-10-10 16:06:00,1,1579.51,0
2011-09-22 16:34:00,3,1126.85,0
2011-11-17 09:34:00,5,2099.54,0
2011-10-18 13:12:00,1,1193.32,0
2011-09-26 15:35:00,1,704.0400000000001,0
2011-10-13 14:59:00,5,3344.38,0
2011-03-07 10:22:00,1,315.6,1
2011-12-07 15:02:00,4,2291.19,0
2011-09-05 15:17:00,2,713.3,1
2011-11-10 14:39:00,1,352.98,0
2011-11-18 11:10:00,1,177.31,0
2011-11-23 14:52:00,9,3641.24,0
2011-11-25 10:20:00,3,1339.41,0
2011-12-08 11:25:00,20,13689.67,0
2011-04-21 16:39:00,1,180.1,1
2011-03-08 13:50:00,1,305.1,1
2011-08-25 15:04:00,2,641.13,1
2011-05-12 09:54:00,2,2683.82,1
2011-11-16 16:06:00,9,6620.48,0
2011-11-29 12:07:00,7,4478.53,0
2011-12-05 13:15:00,3,786.46,0
2011-11-30 10:48:00,2,1270.88,0
2011-10-13 13:53:00,1,640.5,0
2011-10-12 11:40:00,4,2163.98,0
2011-09-11 11:04:00,2,1689.18,1
2011-10-03 13:46:00,8,6002.9,0
2011-11-06 13:11:00,1,671.69,0
2011-04-15 12:48:00,1,486.1,1
2011-11-16 11:52:00,3,1174.58,0
2011-08-16 13:26:00,1,185.9,1
2011-11-14 15:03:00,3,1013.26,0
2011-08-03 12:56:00,6,3344.64,1
2011-08-02 10:33:00,1,477.91,1
2011-11-06 12:38:00,4,1775.18,0
2011-12-05 10:14:00,2,1346.97,0
2011-11-17 12:56:00,12,3722.82,0
2011-07-08 11:55:00,1,318.05,1
2011-08-24 14:41:00,3,623.51,1
2011-12-06 16:34:00,1,314.44,0
2011-01-09 12:46:00,1,114.0,1
2011-01-12 15:00:00,1,919.98,1
2011-07-14 10:41:00,2,2209.85,1
2011-11-29 10:10:00,5,601.98,0
2011-11-22 13:42:00,5,4051.17,0
2011-11-28 15:47:00,4,1643.18,0
2011-11-21 10:22:00,1,686.05,0
2011-11-10 11:53:00,1,91.68,0
2011-11-28 13:26:00,1,245.1,0
2011-12-09 11:59:00,11,3849.78,0
2011-12-01 17:07:00,9,4881.88,0
2011-01-19 08:34:00,1,63.0,1
2011-10-12 17:00:00,1,620.13,0
2011-11-28 10:56:00,4,3807.15,0
2011-07-12 09:54:00,3,2744.0299999999997,1
2011-11-29 15:23:00,5,2996.05,0
2011-01-14 09:20:00,1,225.89999999999998,1
2011-12-04 13:55:00,2,610.52,0
2011-11-01 12:12:00,4,1970.6,0
2011-11-15 12:25:00,6,1331.39,0
2011-10-28 13:04:00,12,17628.46,0
2011-10-12 12:30:00,4,1113.02,0
2011-12-09 12:50:00,4,880.81,0
2011-11-25 11:33:00,22,13787.54,0
2011-12-06 10:00:00,31,12279.82,0
2011-12-05 16:31:00,15,8476.57,0
2011-12-02 09:53:00,7,2283.63,0
2011-11-11 13:46:00,6,2863.08,0
2010-12-03 09:51:00,1,89.14,1
2011-08-18 08:49:00,1,4873.8099999999995,1
2011-11-14 08:31:00,2,1247.61,0
2011-05-18 09:09:00,1,389.01,1
2011-11-11 16:49:00,6,1035.8,0
2011-08-04 17:51:00,4,855.91,1
2011-09-30 13:06:00,2,869.67,0
2011-12-02 13:22:00,4,582.1,0
2011-11-11 08:47:00,3,957.59,0
2011-12-02 10:47:00,4,4939.99,0
2011-09-21 10:47:00,2,797.71,0
2011-11-20 10:36:00,1,219.0,0
2011-09-29 17:52:00,1,283.55,0
2011-12-02 13:15:00,8,2340.84,0
2011-11-24 13:17:00,9,6868.29,0
2011-02-21 08:38:00,1,603.42,1
2011-11-10 09:52:00,10,2712.91,0
2011-11-24 15:38:00,15,9706.52,0
2011-09-04 12:00:00,3,1149.02,1
2011-11-11 08:19:00,13,4396.13,0
2011-12-09 12:16:00,1,848.55,0
2011-11-30 15:43:00,5,4708.86,0
2011-08-25 15:22:00,1,343.36,1
2011-12-06 08:55:00,2,1053.49,0
2011-07-11 14:47:00,2,1030.98,1
2011-09-29 16:38:00,1,238.25,0
2011-12-04 13:45:00,2,644.95,0
2011-12-07 08:03:00,25,5781.73,0
2011-11-08 12:13:00,6,2656.13,0
2011-09-15 14:50:00,4,997.63,0
2011-12-06 10:19:00,5,725.07,0
2011-12-04 16:02:00,4,1031.41,0
2010-12-03 15:45:00,1,427.8,1
2011-11-11 13:35:00,7,2609.1,0
2011-11-29 11:46:00,7,3980.7,0
2011-09-29 15:31:00,4,836.33,0
2011-08-18 11:40:00,1,453.01,1
2011-11-16 11:59:00,12,18895.91,0
2011-06-13 11:33:00,1,236.26000000000002,1
2011-04-19 16:19:00,1,383.95,1
2010-12-22 12:47:00,1,110.39999999999999,1
2011-01-28 13:37:00,2,779.5699999999999,1
2011-01-11 07:57:00,1,234.0,1
2010-12-02 18:27:00,1,155.35,1
2011-09-22 13:00:00,2,1013.04,0
2011-10-07 10:44:00,1,427.6,0
2011-07-28 16:21:00,2,540.13,1
2011-10-19 11:18:00,7,21279.29,0
2011-12-07 14:34:00,11,4196.01,0
2011-12-09 12:20:00,209,33053.19,0
2011-12-06 09:56:00,5,4090.88,0
2011-08-03 09:13:00,1,275.88,1
2011-09-19 13:32:00,1,4366.78,0
2011-11-17 10:52:00,6,21429.39,0
2011-04-18 09:00:00,3,3010.74,1
2011-03-04 12:42:00,2,3811.95,1
2011-09-14 09:31:00,1,112.07999999999998,0
2011-11-24 12:30:00,13,7834.650000000001,0
2011-08-15 10:22:00,2,2791.59,1
2011-10-18 14:49:00,3,1531.44,0
2011-12-02 10:23:00,2,1898.52,0
2011-07-24 14:12:00,2,494.08,1
2011-01-27 10:19:00,1,1693.88,1
2011-12-06 08:46:00,7,6989.63,0
2011-04-15 10:25:00,1,1143.6,1
2011-05-13 09:33:00,1,1351.45,1
2011-10-11 09:19:00,1,892.47,0
2011-11-22 16:33:00,5,1386.04,0
2011-11-20 11:30:00,6,822.23,0
2011-11-02 11:43:00,8,3981.36,0
2011-10-07 10:37:00,2,826.74,0
2011-12-05 09:16:00,5,2330.92,0
2011-12-07 15:56:00,6,2225.91,0
2011-11-30 15:38:00,2,532.8199999999999,0
2010-12-10 13:48:00,1,311.95,1
2011-11-30 08:44:00,3,463.66,0
2011-10-05 13:34:00,1,91.85,0
2011-05-31 14:14:00,1,324.92,1
2010-12-01 11:27:00,1,192.60000000000002,1
2011-03-28 11:36:00,1,400.53999999999996,1
2011-01-09 12:12:00,2,545.48,1
2011-10-17 14:54:00,2,860.41,0
2011-11-21 10:27:00,1,430.48,0
2010-12-09 10:55:00,1,254.03,1
2011-11-29 15:52:00,3,6977.04,0
2011-06-06 09:36:00,1,427.58,1
2011-11-03 10:05:00,3,483.65000000000003,0
2011-06-15 10:51:00,1,489.31,1
2011-03-24 09:42:00,3,514.85,1
2011-10-26 09:54:00,1,229.64000000000001,0
2011-08-30 12:11:00,1,125.92,1
2011-07-15 10:21:00,2,1063.46,1
2011-09-05 12:41:00,2,572.2,1
2011-03-03 16:28:00,1,166.04,1
2011-03-23 12:06:00,1,1542.08,1
2011-12-06 15:12:00,4,942.34,0
2011-05-09 15:51:00,1,92.72,1
2011-09-30 10:04:00,2,948.88,0
2011-09-26 07:35:00,5,1759.5,0
2011-10-11 12:49:00,1,397.12,0
2011-12-07 10:25:00,7,1474.72,0
2011-12-04 12:17:00,3,430.15000000000003,0
2011-12-07 08:45:00,6,1018.71,0
2011-01-07 11:13:00,2,293.0,1
2011-11-02 11:54:00,6,6814.64,0
2011-03-22 13:02:00,1,215.05,1
2011-11-07 13:30:00,2,383.03,0
2011-07-17 13:46:00,1,417.38,1
2011-03-02 09:49:00,1,312.38,1
2011-10-11 15:10:00,4,2610.36,0
2011-06-19 16:07:00,1,134.1,1
2011-11-06 12:20:00,2,671.95,0
2011-12-07 12:33:00,14,5591.42,0
2011-07-19 09:29:00,4,2726.77,1
2011-12-05 11:13:00,25,3991.58,0
2011-09-30 15:33:00,2,1118.99,0
2011-10-05 12:09:00,8,1702.26,0
2011-11-10 13:31:00,2,325.96000000000004,0
2011-03-17 13:34:00,4,354.09,1
2011-11-17 13:16:00,1,843.64,0
2011-11-08 13:41:00,2,1010.29,0
2011-09-04 12:41:00,1,131.81,1
2011-02-18 08:47:00,1,311.55,1
2011-07-28 11:29:00,6,1957.1000000000001,1
2011-09-22 12:15:00,3,1316.25,0
2010-12-02 09:37:00,1,38.1,1
2011-12-02 10:52:00,6,2170.78,0
2011-05-13 10:20:00,2,1106.4,1
2011-10-18 14:15:00,1,521.2,0
2011-07-24 13:03:00,1,147.12,1
2011-11-13 14:31:00,2,1568.23,0
2011-03-01 14:11:00,1,559.12,1
2011-11-13 15:30:00,7,4009.34,0
2011-06-07 10:42:00,6,1607.0600000000002,1
2011-09-16 15:07:00,2,380.64,0
2011-01-17 10:52:00,2,599.97,1
2011-03-02 14:58:00,1,374.0,1
2011-07-19 15:30:00,2,343.2300000000001,1
2011-10-13 12:26:00,2,2218.02,0
2011-12-06 10:30:00,12,1535.77,0
2011-04-17 13:07:00,2,854.99,1
2011-10-26 12:24:00,3,573.22,0
2011-03-09 11:44:00,1,298.0,1
2011-11-30 16:18:00,2,1463.04,0
2011-11-15 09:32:00,4,703.47,0
2011-09-12 13:10:00,1,309.05,0
2011-10-07 13:40:00,3,1175.22,0
2011-10-03 10:09:00,2,1378.4,0
2011-05-09 16:02:00,2,354.12,1
2011-11-15 17:26:00,1,376.71999999999997,0
2011-06-07 12:31:00,3,331.0,1
2011-11-09 12:34:00,1,176.55,0
2011-10-28 13:51:00,2,372.8,0
2011-05-19 12:13:00,2,216.5,1
2011-12-01 10:07:00,28,17654.54,0
2011-03-20 12:06:00,1,138.68,1
2011-11-21 14:34:00,2,496.06,0
2011-11-28 09:55:00,5,2919.81,0
2011-06-16 15:39:00,2,750.0,1
2011-10-31 12:43:00,5,2178.67,0
2011-11-16 14:28:00,8,3075.04,0
2011-12-07 08:55:00,5,1662.3,0
2011-12-05 12:11:00,5,2483.63,0
2011-07-14 11:34:00,2,363.65,1
2011-07-24 10:35:00,4,2944.95,1
2011-08-03 16:42:00,1,594.0,1
2011-12-01 13:47:00,6,1335.19,0
2011-11-22 15:05:00,1,162.78,0
2011-11-30 16:22:00,37,16587.09,0
2011-07-01 15:35:00,1,405.38,1
2011-10-06 16:20:00,1,172.82,0
2011-09-12 13:55:00,4,933.7,0
2011-12-05 11:11:00,2,694.05,0
2011-11-04 14:24:00,5,2062.7000000000003,0
2011-02-01 12:08:00,1,117.85,1
2011-09-22 15:18:00,2,415.8,0
2011-11-18 12:39:00,15,42055.96,0
2011-11-15 16:38:00,3,607.53,0
2011-12-07 17:25:00,7,2160.7,0
2011-11-22 17:32:00,4,1063.9,0
2011-11-24 15:05:00,4,1504.27,0
2011-11-14 11:21:00,1,114.14,0
2011-10-06 14:33:00,8,11581.8,0
2011-10-16 12:09:00,2,899.69,0
2011-07-31 14:39:00,3,675.6,1
2011-11-04 11:04:00,2,604.51,0
2011-02-24 14:15:00,1,462.95,1
2011-07-19 10:06:00,6,1603.99,1
2011-11-23 17:10:00,7,2064.95,0
2011-11-09 11:25:00,8,4167.22,0
2011-12-07 13:17:00,3,1843.0,0
2011-12-01 12:14:00,6,1064.07,0
2011-12-04 10:35:00,4,1387.79,0
2011-11-30 09:24:00,1,329.85,0
2011-12-08 16:29:00,11,4757.16,0
2011-02-06 16:08:00,1,108.07,1
2011-11-30 09:53:00,8,4017.54,0
2011-12-02 15:55:00,2,266.39,0
2011-12-01 12:55:00,8,1856.63,0
2011-09-11 15:31:00,1,769.8100000000001,0
2011-11-30 12:38:00,1,160.18,0
2010-12-16 19:10:00,2,1660.9,1
2011-08-19 15:44:00,1,135.95,1
2011-12-02 14:30:00,4,405.47,0
2011-12-06 12:20:00,86,11189.91,0
2011-05-26 09:33:00,1,144.8,1
2011-05-12 09:55:00,1,738.6,1
2011-07-06 16:40:00,1,39.239999999999995,1
2011-07-05 09:34:00,9,7374.900000000001,1
2011-11-10 12:00:00,2,372.21999999999997,0
2011-04-11 11:51:00,1,390.54,1
2011-11-21 12:37:00,1,97.5,0
2011-12-09 10:46:00,2,1239.38,0
2011-09-27 12:03:00,2,558.7,0
2011-02-20 14:31:00,1,505.82,1
2011-12-06 15:28:00,15,6924.110000000001,0
2011-11-08 13:01:00,3,409.5,0
2011-11-16 15:34:00,2,503.76,0
2011-11-16 15:49:00,4,414.76,0
2011-12-05 15:43:00,3,974.4200000000001,0
2011-09-15 15:44:00,1,211.32,0
2011-11-17 15:47:00,4,1226.89,0
2011-05-27 13:24:00,3,455.88,1
2011-08-25 10:43:00,3,534.85,1
2011-12-05 14:51:00,13,9785.970000000001,0
2011-01-25 15:18:00,1,120.94999999999999,1
2011-08-26 10:50:00,3,149.05,1
2011-11-28 11:27:00,18,5655.91,0
2011-06-19 10:53:00,2,513.7,1
2011-10-14 13:49:00,1,81.57,0
2011-01-20 14:24:00,1,229.46999999999997,1
2010-12-02 17:22:00,1,50.550000000000004,1
2011-11-30 13:05:00,8,1646.8400000000001,0
2011-12-08 15:01:00,13,4810.9400000000005,0
2011-11-29 12:27:00,10,3466.2799999999997,0
2011-10-17 13:19:00,5,3339.64,0
2011-09-27 14:08:00,3,789.89,0
2011-12-02 15:53:00,1,204.0,0
2011-11-23 13:28:00,28,7277.7,0
2011-12-05 16:37:00,9,2616.38,0
2011-10-06 16:27:00,2,689.9,0
2011-12-08 16:58:00,5,975.36,0
2011-08-18 09:39:00,6,6912.0,1
2011-11-17 11:10:00,2,661.3199999999999,0
2011-11-09 09:13:00,3,1247.5,0
2011-11-28 14:30:00,2,752.4399999999999,0
2011-10-18 15:54:00,2,1010.18,0
2010-12-17 14:23:00,1,190.55,1
2011-10-16 12:21:00,2,642.77,0
2011-09-27 08:57:00,2,921.88,0
2011-07-24 15:46:00,3,881.07,1
2011-09-20 14:37:00,3,908.46,0
2011-12-01 10:38:00,2,676.99,0
2011-03-11 14:52:00,1,516.42,1
2011-02-21 15:20:00,1,560.47,1
2011-09-01 15:04:00,1,305.28000000000003,1
2011-11-09 08:36:00,2,629.31,0
2011-11-08 12:06:00,10,3237.54,0
2011-11-25 13:23:00,4,1819.41,0
2011-10-06 15:31:00,2,656.6800000000001,0
2011-11-25 09:18:00,17,5836.86,0
2011-05-11 14:12:00,1,348.15000000000003,1
2011-09-22 14:26:00,3,1214.41,0
2011-11-15 12:43:00,3,271.40000000000003,0
2011-04-04 10:40:00,1,183.4,1
2011-03-31 11:37:00,1,307.53,1
2011-09-28 16:04:00,1,248.61,0
2011-06-01 15:12:00,1,346.98,1
2011-11-27 12:31:00,4,1105.59,0
2010-12-01 16:52:00,1,205.86,1
2011-11-15 12:57:00,2,470.8,0
2011-09-18 13:38:00,1,115.46000000000001,0
2011-11-29 15:00:00,2,344.0,0
2011-12-09 08:39:00,24,4431.44,0
2011-05-31 13:45:00,1,228.8,1
2011-03-18 08:12:00,1,177.15,1
2011-08-02 10:19:00,1,919.61,1
2011-12-08 19:24:00,4,728.02,0
2011-12-06 15:36:00,26,12627.94,0
2011-12-05 16:53:00,5,220.10000000000002,0
2011-06-13 14:59:00,1,58.08,1
2011-11-28 10:54:00,11,28337.38,0
2011-08-05 16:16:00,9,3613.63,1
2011-12-05 15:01:00,2,303.75,0
2011-07-05 12:11:00,2,416.08000000000004,1
2011-12-07 09:02:00,97,58762.08,0
2011-12-01 12:39:00,14,8910.82,0
2011-11-11 15:54:00,1,345.82,0
2011-09-30 11:18:00,5,477.83,0
2011-03-09 12:14:00,8,7832.47,1
2011-11-18 14:07:00,12,1927.3200000000002,0
2011-09-30 12:03:00,1,74.39999999999999,0
2011-11-07 10:43:00,10,6003.22,0
2011-12-08 14:14:00,28,28882.44,0
2011-09-01 17:40:00,1,207.35999999999999,1
2011-04-19 14:37:00,1,101.19,1
2011-12-08 12:52:00,24,6424.09,0
2011-10-31 09:38:00,1,243.94,0
2011-12-06 13:10:00,6,1098.48,0
2011-07-29 15:12:00,1,76.5,1
2011-10-26 14:52:00,4,1531.6200000000001,0
2010-12-02 10:35:00,1,350.06,1
2011-10-11 10:16:00,2,786.54,0
2011-11-08 14:30:00,7,1488.67,0
2011-12-09 12:49:00,24,12245.960000000001,0
2011-11-28 12:38:00,4,2294.78,0
2011-07-24 14:33:00,1,501.14,1
2011-11-18 12:02:00,8,984.91,0
2011-11-20 12:46:00,5,1197.81,0
2011-04-15 10:19:00,1,30.599999999999998,1
2011-03-15 16:47:00,1,283.73,1
2011-09-06 15:53:00,2,922.39,1
2011-09-11 12:45:00,3,3756.33,1
2011-12-05 10:00:00,8,2099.64,0
2011-09-23 10:26:00,1,259.17,0
2011-09-06 15:30:00,1,64.0,1
2011-11-16 13:21:00,3,1073.3,0
2011-03-23 12:44:00,1,77.3,1
2011-03-11 10:31:00,2,109.8,1
2011-09-15 10:35:00,4,1793.58,0
2011-05-27 10:52:00,1,3096.0,1
2011-10-14 13:41:00,5,2607.61,0
2011-11-29 12:09:00,8,3603.29,0
2011-11-17 16:51:00,6,962.39,0
2011-11-23 13:54:00,7,5064.94,0
2011-08-23 15:33:00,3,422.47,1
2011-09-16 09:54:00,5,2388.75,0
2011-11-20 16:07:00,1,307.09,0
2011-01-11 11:15:00,1,110.95,1
2011-10-31 12:45:00,4,618.52,0
2011-11-13 15:29:00,1,228.91,0
2011-11-29 13:59:00,4,712.8000000000001,0
2011-11-10 15:23:00,12,3683.26,0
2011-11-25 13:09:00,4,1676.06,0
2011-02-17 12:29:00,1,1257.8700000000001,1
2011-12-04 12:14:00,1,486.22,0
2011-11-06 15:41:00,4,971.76,0
2011-10-21 13:50:00,4,1741.22,0
2011-09-06 11:58:00,4,1201.06,1
2011-12-01 11:20:00,4,1429.35,0
2011-11-17 13:07:00,1,91.8,0
2011-01-30 14:03:00,1,112.75,1
2011-08-09 15:59:00,4,1688.29,1
2011-10-24 15:05:00,2,1021.48,0
2011-03-01 15:16:00,1,417.2,1
2011-11-21 12:24:00,4,791.33,0
2011-11-03 12:56:00,4,1299.59,0
2011-10-07 12:11:00,2,712.88,0
2011-11-13 12:19:00,1,108.81,0
2011-11-18 10:27:00,3,468.41,0
2011-12-05 15:51:00,2,353.65,0
2011-11-23 14:35:00,3,2742.82,0
2011-10-24 15:43:00,1,481.49,0
2011-10-06 09:56:00,1,282.45,0
2011-11-13 16:14:00,11,5725.47,0
2011-10-25 13:46:00,1,121.18,0
2011-12-02 10:30:00,9,3957.78,0
